infant deaths,Alcohol,Hepatitis B,Measles,BMI,Polio,Diphtheria,HIV/AIDS,GDP,Life expectancy
0,4.16,98,0,26.2,99,99,0.4,3638.95946,72.4
0,5.28,96,0,25.5,98,98,0.6,3112.285712,72.3
0,4.25,95,0,24.9,97,96,0.6,234.28992,72.1
0,4.26,93,0,24.3,95,95,0.8,248.13459,71.8
0,4.19,91,0,23.7,94,93,0.8,1976.45856,71.4
0,4.16,66,0,23.2,93,92,0.9,1768.92132,71.1
0,3.82,4,0,22.6,92,91,0.8,1373.515636,77
0,3.81,,0,22.1,91,9,0.8,1268.884564,73
0,3.49,,2,21.5,9,9,0.8,1239.377855,69.9
10,,89,0,19.6,87,89,0.2,1163.18977,68.7
11,0.01,88,0,18.9,87,88,0.2,198.687123,68.3
11,0.01,83,0,18.2,66,83,0.2,128.419568,67.8
12,0.01,86,15,17.6,84,86,0.3,95.244132,67.4
13,2.12,88,722,17,87,88,0.3,882.491462,67
14,2.2,89,1156,16.4,88,89,0.5,785.6928841,66.6
15,2.13,92,4779,15.9,95,94,0.6,738.2326684,66.1
16,2.24,91,4211,15.3,91,91,0.7,745.7877873,65.6
16,2.08,82,394,14.8,82,82,0.9,631.675789,65
17,2.03,8,188,14.3,8,8,1.1,539.8791529,64.1
18,1.99,,264,13.9,82,82,1.4,474.2238766,62.9
19,1.38,,352,13.5,86,85,1.7,48.615184,61.5
21,1.44,,653,13.1,69,69,1.9,362.4213785,63
23,1.43,,1361,12.8,54,54,2.1,339.676984,59.3
25,1.71,,3761,12.4,59,6,2.2,321.22634,58.5
27,1.51,,12237,12.1,62,59,2.1,3.685949,57.7
45,,84,1809,29,83,84,3.5,1244.429421,57.3
47,0.01,87,831,28.4,86,87,3.7,1441.1417,56.7
48,0.01,89,760,27.8,88,89,4,1365.34419,56.4
50,0.01,85,609,27.2,85,85,4.6,1255.648189,55.9
51,6.19,82,504,26.6,8,82,4.9,1295.649726,55.6
53,6.15,84,240,26,83,84,5.5,1182.869227,55.3
54,5.89,8,251,25.4,79,8,6.3,123.19538,54.8
56,5.9,84,495,24.9,82,84,6.7,1233.524316,54.2
57,5.44,82,100,24.4,81,82,7,111.71186,53.6
58,5.22,81,196,23.8,78,81,7.2,12.989164,53.3
58,5.03,79,605,23.3,79,8,7.4,952.1872484,52.8
59,4.71,,358,22.8,72,73,7.5,93.211716,52.1
60,4.64,,899,22.3,72,73,7.7,824.8689393,51.8
60,4.58,,1448,21.8,66,66,7.8,676.397661,51.6
61,4.43,,23934,21.3,61,63,7.9,614.6729339,51.5
62,3.91,,14629,2.9,57,62,7.7,68.414399,51.4
2,,55,195,67,91,91,0.1,43315.744,82.2
2,8.1,55,418,66.4,91,91,0.1,544.43376,82
2,8.2,55,83,65.8,91,91,0.1,52413.72116,81.8
2,8.3,7,10,65.3,99,95,0.1,52496.69487,81.6
2,8.2,7,803,64.7,87,87,0.1,5282.2176,81.5
2,8.4,56,99,64.1,88,89,0.1,47447.4762,81.2
2,8.4,42,14,63.6,89,91,0.1,4773.45436,81
2,8.3,28,62,63,89,92,0.1,46596.33599,87
2,8.3,14,101,62.5,9,94,0.1,44544.5268,85
2,8.2,14,13,61.9,95,95,0.1,4386.69948,85
2,8,14,6,61.3,93,93,0.1,36189.58838,81
2,7.8,14,7,6.6,91,91,0.1,31979.87195,80
2,7.7,14,15,6,88,91,0.1,28172.14883,79.7
2,7.7,,6,59.3,88,88,0.1,24167.8431,79.5
2,7.6,,34,58.5,88,89,0.1,23691.59472,79.4
2,7.6,,206,57.8,88,89,0.1,24124.16917,79.1
15,,47,150,22.7,47,47,4.4,348.381417,52.5
15,0.01,47,210,22.1,47,47,4.5,377.132274,58
16,0.01,23,596,21.6,23,23,5.1,337.4849614,49.9
16,0.01,47,141,21.2,47,47,5.1,486.41114,53
16,1.66,47,679,2.7,47,47,5.8,494.336779,49.8
17,1.67,45,2,2.2,46,45,6.6,446.4434494,49.2
17,1.56,42,11,19.8,45,42,7.3,449.961839,48.6
17,1.52,,12,19.4,46,45,8.3,456.8614334,47.6
17,1.5,,49,19,46,48,9,397.148467,46.8
17,1.54,,3,18.6,47,51,10,347.673678,46.3
17,1.5,,471,18.2,47,54,11.2,327.1149461,45.9
17,1.5,,1233,17.9,45,51,12,313.21598,45.7
17,1.49,,652,17.5,44,47,12.8,286.25819,45.7
17,1.47,,938,17.2,42,44,13.4,253.768343,45.6
17,1.52,,2837,16.8,4,4,13.9,243.1586486,45.6
16,1.51,,3207,16.5,38,37,14.3,243.5429317,46
46,,46,418,19.1,52,46,2.8,777.248751,53.1
46,0.01,37,1275,18.7,44,37,2.9,125.998515,52.6
46,0.64,39,226,18.2,46,39,3.1,986.13177,52.2
46,0.62,4,120,17.9,51,4,3.6,973.472574,51.8
46,0.56,33,8650,17.5,4,33,3.9,989.2363633,51.6
46,0.5,39,194,17.1,43,39,4.1,896.5697341,51.2
46,0.47,24,165,16.7,32,24,4.4,84.455939,57
46,0.45,17,63,16.4,3,19,4.7,929.772391,49.6
46,0.42,,441,16.1,38,28,4.9,81.683884,49.4
45,0.41,,1594,15.7,49,4,5.1,712.1847694,48.5
45,0.42,,2,15.4,37,25,5.2,66.2421396,48.6
44,0.34,,10324,15.1,31,21,5.2,454.6765879,48.5
44,0.42,,15801,14.8,36,23,5.1,292.5914364,48.4
43,0.36,,7277,14.4,31,25,5,22.854821,48.1
42,0.3,,24908,14.1,26,26,4.8,197.3156442,48
41,0.25,,3546,13.9,3,36,4.6,166.231785,47.6
2,,97,9,63.8,96,96,0.1,13653.2264,85
2,7.16,95,0,63.1,95,95,0.1,14817.37778,83
2,7.2,9,0,62.5,9,91,0.1,15941.39722,81
2,6.76,9,0,61.8,9,9,0.1,15431.9293,79.9
2,7.26,94,6,61.2,93,94,0.1,1475.69242,79.8
2,7.93,92,0,6.6,92,92,0.1,1286.17764,79.1
2,7.67,94,1,59.9,94,94,0.1,1243.32824,79.3
2,7.31,95,0,59.3,95,95,0.1,1781.3668,79.6
2,7.39,92,0,58.7,95,96,0.1,1526.87746,78.9
2,7.33,95,0,58.1,94,94,0.1,9484.681227,78.9
2,7.57,,0,57.4,92,91,0.1,7615.3468,78.4
2,6.32,,0,56.8,94,93,0.1,621.828325,78
2,6.37,,1,56.1,96,96,0.1,4787.699532,77.9
2,6.06,,0,55.4,97,97,0.1,4463.545867,77.8
2,6.1,,0,54.7,96,97,0.1,4595.666327,77.3
2,6.24,,0,54,91,91,0.1,511.368479,77.3
157,,99,42361,32.9,99,99,0.1,869.211938,76.1
171,5.78,99,52628,31.9,99,99,0.1,7683.5238,75.8
185,5.79,99,26883,3.9,99,99,0.1,777.77594,75.6
201,5.74,99,6183,3,99,99,0.1,6337.882993,75.4
215,5.63,99,9943,29,99,99,0.1,5633.79616,75.2
231,5.75,99,38159,28.1,99,99,0.1,456.512487,75
248,4.88,99,52461,27.3,99,99,0.1,3838.434292,74.9
266,4.27,95,131441,26.5,99,97,0.1,3471.247547,74.5
285,3.88,92,109023,25.7,94,93,0.1,2695.366223,74.4
307,3.28,91,99602,24.9,94,93,0.1,299.229676,74.2
332,2.92,84,124219,24.1,87,87,0.1,1753.4178,73.9
360,3.04,79,70549,23.4,87,87,0.1,158.668462,73.5
391,2.96,75,71879,22.6,87,86,0.1,1288.642924,73.1
422,2.91,7,58341,21.9,86,86,0.1,1148.5857,72.7
457,2.84,65,88962,21.2,86,86,0.1,153.1824,72.2
490,3.06,6,71093,2.5,86,85,0.1,959.372181,71.7
10,,91,1,57.9,91,91,0.1,644.525556,74.8
11,4.38,9,0,57.2,9,9,0.1,7913.383432,74.6
11,4.41,91,1,56.4,91,91,0.1,83.5863,74.4
11,4.44,92,1,55.7,91,91,0.1,7884.984429,74.3
12,4.37,85,6,55,85,85,0.1,7227.73968,74.2
12,4.28,88,0,54.2,88,88,0.1,625.65544,73.6
13,4.34,92,0,53.5,92,92,0.1,5148.422113,73.6
14,4.45,92,0,52.8,92,92,0.1,5433.7245,73.5
14,4.66,93,0,52,93,93,0.1,4674.21961,73.5
15,4.53,93,0,51.3,94,93,0.1,379.78776,73.1
15,4.38,93,0,5.5,93,93,0.1,3386.256,73.1
16,4.26,89,0,49.8,89,89,0.1,274.249442,72.8
16,4.25,92,0,49,92,92,0.1,2246.257472,72.4
17,4.45,78,139,48.2,83,81,0.1,2355.725857,71.8
17,4.43,8,3,47.5,83,8,0.1,2395.856551,71.5
18,4.66,78,1,46.7,82,79,0.1,2472.197831,71.4
1,,91,0,24.2,92,91,0.8,727.6463868,63.5
1,0.01,88,0,23.7,87,87,0.8,852.954379,63.2
1,0.01,88,0,23.2,85,87,0.8,834.341949,62.9
2,0.01,89,1,22.6,85,86,0.8,788.632653,62.5
2,0.12,83,3,22.1,85,83,0.2,829.7586885,62.2
2,0.15,74,0,21.6,82,74,0.1,769.1742883,61.8
2,0.17,83,1,21.1,84,83,0.1,778.5454199,61.3
2,0.12,81,0,2.6,81,81,0.1,795.97519,61
2,0.16,75,0,2.1,75,75,0.1,72.759313,66
2,0.25,69,85,19.6,69,69,0.1,648.38717,63
2,0.24,68,912,19.2,67,68,0.1,621.93372,60
2,0.27,77,0,18.8,73,76,0.1,616.4197236,59.8
2,0.26,28,0,18.4,8,8,0.1,544.566526,59.6
2,0.08,,0,18,98,89,0.1,433.2691451,59.5
1,0.08,,0,17.6,7,7,0.1,395.9319363,59.5
1,0.09,,0,17.3,7,7,0.1,375.8528566,59.5
7,,8,1359,27.4,8,8,2.8,,64.7
7,0.01,9,71,26.8,9,9,3,,64.2
7,0.01,85,124,26.2,85,85,3,,63.9
7,0.01,62,260,25.6,61,85,3.3,,63.7
7,3.82,7,315,25,69,82,3.5,,62.9
7,3.53,74,4,24.5,72,74,3.8,,62
7,3.47,75,1,23.9,76,78,4,,68
8,2.58,73,2,23.3,77,79,4.3,,59.4
8,2.75,64,84,22.8,71,72,5,,58.2
8,2.25,,126,22.3,73,73,5.5,,56.9
8,2.03,,146,21.7,62,62,5.9,,55.3
9,2.58,,3524,21.2,67,67,6.3,,54.1
9,2.45,,3712,2.7,5,5,6.8,,53.2
9,2.55,,2788,2.3,41,41,7.2,,52.6
9,2.3,,2152,19.8,32,31,7.6,,52.7
9,2.26,,1678,19.3,31,33,7.8,,52.9
0,0.01,98,0,82.8,98,98,0.1,,
1,,92,0,6.5,92,92,0.1,1146.36273,79.6
1,3.45,91,1,59.5,91,91,0.1,1647.44179,79.5
1,3.42,94,0,58.5,95,95,0.1,1569.66631,79.4
1,3.34,91,0,57.5,9,91,0.1,9985.36959,79.2
1,3.41,84,0,56.5,82,85,0.1,9186.59639,79
1,3.58,89,0,55.5,93,88,0.1,8199.414621,78.1
1,4.07,87,0,54.4,8,86,0.1,689.396224,79.2
1,4.22,89,0,53.4,89,9,0.1,6911.136136,78.9
1,4.2,89,0,52.4,89,89,0.1,612.623418,78.9
1,4.15,88,0,51.4,89,89,0.1,5245.187372,78
1,4.1,9,1,5.3,91,91,0.1,4697.11135,78.6
1,4.09,89,0,49.3,9,9,0.1,4425.57467,77.7
1,4.04,86,1,48.3,88,88,0.1,4167.71417,78
1,4.17,94,0,47.3,94,94,0.1,462.14965,78.3
1,4.29,8,0,46.4,92,91,0.1,3981.52847,77.5
1,4.34,89,0,45.4,8,88,0.1,388.363689,77.6
0,,94,206,63.7,94,94,0.1,11579.6674,78
0,12.14,95,0,63.1,95,95,0.1,13467.46827,77.8
0,12.39,96,0,62.5,96,96,0.1,13574.749,77.7
0,11.49,98,2,61.9,96,96,0.1,13235.97757,77.1
0,12.19,97,12,61.3,96,96,0.1,14539.18421,77
0,12.1,97,7,6.6,97,97,0.1,1355.74586,76.6
0,12.21,97,2,6,96,96,0.1,14157.14416,76.3
0,12.06,97,51,59.4,96,96,0.1,15893.8656,76
0,12.56,95,0,58.7,96,96,0.1,13546.69872,75.8
0,11.83,,1,58.1,96,96,0.1,11363.41845,75.9
0,11.59,,2,57.5,96,96,0.1,1224.2459,75.2
0,13.11,,54,56.9,96,96,0.1,9365.742468,75.4
0,13.78,,19,56.3,95,94,0.1,785.881418,74.7
0,13.39,,6,55.8,95,95,0.1,653.71637,74.8
0,13.15,,8,55.2,94,94,0.1,5245.421419,74.9
0,12.73,,9,54.7,94,93,0.1,4919.62869,74.7
1,,99,0,61.4,99,99,0.1,762.261218,79.1
1,4.37,97,0,6.7,99,99,0.1,75.5199,79
1,4.18,96,0,59.9,99,99,0.1,676.15344,78.7
1,4.16,96,0,59.2,98,99,0.1,6425.941119,78.7
1,4.14,96,0,58.4,99,97,0.1,675.92436,78.8
1,4.13,96,0,57.7,99,96,0.1,5676.14143,78
1,4.01,96,0,56.9,99,96,0.1,5484.7763,78.1
1,4.26,95,0,56.2,99,95,0.1,5376.447622,77.9
1,4.13,93,0,55.4,99,93,0.1,5184.494227,78.1
1,4.17,89,0,54.6,99,89,0.1,4669.6916,78
1,4.48,95,0,53.8,99,89,0.1,3779.577,77.2
1,4.38,99,0,53,98,88,0.1,339.716256,77.3
1,4.39,99,0,52.1,98,72,0.1,3192.669378,77.4
1,4.1,98,0,51.3,98,99,0.1,2994.339988,77.7
1,4.04,98,0,5.4,99,98,0.1,2832.188893,76.7
1,3.92,98,0,49.4,98,95,0.1,2741.11542,76.9
0,,97,0,6.3,97,97,0.1,2375.1127,85
0,0.01,96,10,59.8,99,99,0.1,2734.88382,83
0,9.04,96,0,59.2,99,99,0.1,2797.96736,81
0,10.55,96,1,58.7,99,99,0.1,28951.15556,80
0,10.69,96,0,58.3,99,99,0.1,32233.83942,79.7
0,11.32,96,18,57.8,99,99,0.1,3818.46396,79.5
0,10.8,96,0,57.3,99,99,0.1,3215.8159,79.3
0,12.01,93,1,56.8,97,97,0.1,3539.7488,79.1
0,11.56,93,0,56.3,97,97,0.1,31386.63265,78.9
0,11.47,93,0,55.8,97,97,0.1,27169.99256,78.8
0,11.41,88,1,55.3,98,98,0.1,25324.48666,78.7
0,13.03,88,0,54.8,98,98,0.1,23932.49128,78.6
0,10.62,88,0,54.3,98,98,0.1,2293.4789,78.5
0,11.68,88,0,53.8,98,98,0.1,16372.29152,78.4
0,10.16,89,0,53.3,97,97,0.1,1562.92433,78.2
0,9.56,89,0,52.8,97,97,0.1,14672.8826,78.1
0,,97,9,66.1,97,97,0.1,,78.8
0,12.68,99,222,65.6,99,97,0.1,,78.6
0,12.45,99,15,65.1,99,98,0.1,,78.2
0,12.71,99,22,64.5,99,99,0.1,,78
0,12.43,99,17,64,99,99,0.1,,77.8
0,12.69,99,0,63.6,99,99,0.1,,77.5
0,13.23,99,5,63.1,99,99,0.1,,77.1
0,13.25,99,2,62.6,99,99,0.1,,77
0,13.43,99,2,62.2,99,99,0.1,,76.8
0,13.03,98,7,61.8,98,98,0.1,,76.5
0,13.19,99,0,61.3,96,97,0.1,,75.9
0,13.24,98,17,6.8,96,98,0.1,,75.8
0,13.01,92,30,6.4,97,97,0.1,,75.2
0,13.47,86,4,59.9,97,98,0.1,,75.3
0,13.36,,6,59.4,97,98,0.1,,75.1
0,13.22,,9,59,98,98,0.1,,74.7
6,,96,0,32.9,99,96,0.1,,76
6,0.01,93,3,32.4,99,93,0.1,,73
6,3.35,93,0,31.8,99,93,0.1,,71
7,3.61,96,0,31.3,99,96,0.1,,69.8
8,3.39,94,0,3.8,99,94,0.1,,69.4
8,3.12,93,0,3.3,99,93,0.1,,69
9,3.35,93,0,29.7,98,93,0.1,,68.7
9,3.16,92,8,29.2,98,92,0.1,,68.6
9,3.13,92,3550,28.7,99,92,0.1,,68.5
10,3.28,96,0,28.2,98,89,0.1,,68.5
10,3.21,92,0,27.7,97,79,0.1,,68.5
11,3.13,98,0,27.2,99,72,0.1,,68.4
12,3.13,27,0,26.7,99,68,0.1,,68.1
14,3.08,,0,26.2,99,64,0.1,,67.6
16,2.53,,0,25.7,98,62,0.1,,66.6
18,3.52,,0,25.2,93,56,0.1,,65.4
236,,81,5020,21.6,78,81,1.1,,59.8
237,0.01,8,33711,21.1,79,8,1.1,,59.3
238,0.01,74,88381,2.6,74,74,1.2,,58.8
239,0.01,75,72029,2.1,76,75,1.5,,58.3
239,1.82,74,133802,19.6,77,74,1.6,,57.9
239,1.81,6,5407,19.1,76,6,1.6,,57.4
238,2.13,72,57,18.6,78,72,1.7,,56.7
237,2.09,65,12461,18.2,64,65,1.8,,56.3
236,1.52,7,55577,17.8,72,7,1.9,,55.7
235,1.53,,80123,17.3,62,62,2,,55
233,1.43,,182485,16.9,6,6,2,,54.3
232,1.44,,44934,16.5,52,54,2.1,,53.5
231,1.83,,21956,16.1,47,41,2.2,,52.8
229,1.85,,30466,15.7,4,38,2.4,,52.1
227,1.9,,8072,15.3,3,3,2.4,,51.8
226,1.98,,8282,14.9,42,4,2.5,,51.3
0,,,9,58.8,93,93,0.1,5314.64416,86
0,9.64,,27,58.4,94,94,0.1,62425.5392,84
0,9.5,,17,58.1,94,94,0.1,61191.19263,81
0,9.26,,2,57.7,94,94,0.1,5857.521,80
0,10.47,,84,57.4,91,91,0.1,61753.667,79.7
0,10.28,,5,57,9,9,0.1,5841.41122,79.2
0,10.08,,6,56.6,89,89,0.1,58163.29359,78.9
0,10.7,,14,56.3,88,88,0.1,64322.6664,78.8
0,10.99,,2,55.9,87,87,0.1,58487.451,78.4
0,11.02,,27,55.4,93,93,0.1,5226.99311,78.1
0,11.28,,2,55,93,93,0.1,48799.8237,78.1
0,11.27,,0,54.4,95,95,0.1,46511.6457,77.7
0,11.54,,0,53.9,96,96,0.1,4458.7764,77.3
0,11.34,,32,53.3,98,98,0.1,33228.69291,77
0,11.56,,11,52.8,97,97,0.1,3751.64946,77
0,11.69,,14,52.2,97,97,0.1,3743.55917,76.9
1,,84,47,35,84,84,2.1,1862.167274,63.5
1,0.38,78,0,34.4,78,78,2.1,174.91511,63
1,0.53,82,28,33.8,82,82,2.1,1622.637974,62.7
1,0.52,81,709,33.2,81,81,1.9,1536.15685,62.2
1,0.39,87,49,32.7,87,87,2.7,143.986898,61.8
1,0.44,88,7,32.2,88,88,3.1,1325.99724,61.3
1,0.49,89,48,31.7,89,89,3.2,1253.657431,69
1,0.49,88,143,31.3,89,89,3.3,1214.77118,62
1,0.45,25,24,3.9,88,88,3.5,147.586896,59.8
2,1.02,,49,3.6,72,72,3.7,965.6693779,59.1
2,1.23,,298,3.2,71,71,3.9,94.7297489,58.6
2,1.18,,71,29.8,64,64,4,864.184726,58.1
2,1.02,,37,29.4,68,68,4.2,819.974118,58
2,1.03,,50,29,62,62,4.3,792.15412,57.9
2,0.95,,79,28.6,49,53,4.3,781.2322196,57.7
2,1.34,,183,28.2,46,46,4.1,768.176767,57.4
0,0.01,96,0,58.4,96,96,0.1,722.75665,
6,,81,0,58.9,87,85,0.3,6468.471648,73.9
6,5.92,89,0,57.9,9,91,0.3,6268.692122,73.6
6,5.93,8,0,56.8,82,83,0.3,627.55544,73.4
6,5.93,74,0,55.8,85,85,0.4,5968.876767,72.1
6,5.91,8,2,54.7,84,84,0.7,5759.643,73.1
6,6.02,83,0,53.6,85,88,0.9,5451.6696,72.7
6,6.05,8,0,52.6,85,82,1.2,4952.67753,73.6
6,6.12,81,0,51.5,86,82,1.4,511.37937,73.3
6,6.05,81,0,5.4,86,85,1.6,4647.31359,72.9
7,6.2,84,0,49.3,88,89,1.8,3836.468771,72.3
7,5.71,87,0,48.2,86,87,2,3681.5993,69.7
7,5.16,82,0,47.2,66,79,2.1,2421.9662,69.3
7,6.32,79,0,46.1,65,79,2.3,2372.628827,73
7,6.43,63,0,45.1,74,82,2.4,38.46578,71.4
7,6.13,66,113,44.1,71,72,2.5,2862.154836,71.2
7,6.58,68,253,43.1,71,78,2.5,282.4242,72
6,,78,0,54.2,84,78,0.1,625.62224,76.2
6,3.82,83,0,53.5,84,83,0.1,6432.216537,76
6,3.77,87,0,52.8,87,87,0.1,674.9829,76
7,3.92,88,72,52.1,85,87,0.1,572.14313,75.5
7,3.99,88,257,51.4,85,88,0.1,5223.351763,75.3
7,3.95,9,0,5.7,88,91,0.1,4657.32361,75
7,3.87,91,0,5,91,94,0.1,4255.56571,75.1
7,3.76,93,1,49.3,94,96,0.1,4274.95265,74.6
7,3.63,94,0,48.6,95,96,0.2,359.71886,74.7
8,3.52,96,0,47.9,92,96,0.3,335.786541,74.4
8,3.54,92,0,47.2,89,92,0.3,321.942547,74.2
8,3.65,88,0,46.5,9,88,0.3,278.557892,74.4
8,3.69,82,0,45.8,97,87,0.3,244.46898,74.4
8,3.88,75,0,45.1,88,88,0.3,2183.966796,73.6
9,4.13,69,2,44.3,9,89,0.3,193.741571,73.4
9,3.99,36,0,43.6,83,87,0.3,1451.29776,72.8
51,,93,5432,61.1,93,93,0.1,,79
53,0.21,94,1314,6.2,94,94,0.1,,78
54,0.21,97,405,59.4,97,97,0.1,,79
54,0.23,93,245,58.6,93,93,0.1,,72
55,0.22,96,26,57.8,96,96,0.1,,74
54,0.22,97,16,57,97,97,0.1,,70
54,0.21,97,608,56.2,97,97,0.1,,69.9
54,0.24,97,668,55.5,97,97,0.1,,69.8
55,0.21,98,1684,54.8,98,98,0.1,,69.7
55,0.18,98,953,54.2,98,98,0.1,,69.5
56,0.16,98,77,53.5,98,98,0.1,,69.4
57,0.16,97,80,52.9,97,97,0.1,,69
59,0.15,98,164,52.3,98,98,0.1,,68.6
61,0.15,97,653,51.8,97,97,0.1,,68.7
63,0.14,99,2150,51.2,99,99,0.1,,68.6
65,0.14,98,2633,5.7,98,98,0.1,,68.8
2,,91,0,56.1,92,91,0.2,4127.11775,73.5
2,2.52,93,0,55.4,93,94,0.2,3988.771871,73.3
2,2.42,92,0,54.7,92,92,0.2,3895.664491,73
2,2.48,92,0,54.1,93,92,0.3,3827.786267,73
2,2.37,89,0,53.4,9,89,0.3,3736.58713,72
2,2.36,89,0,52.8,89,89,0.3,3474.392445,72
2,2.55,91,0,52.1,91,91,0.3,3366.482133,71.4
2,2.68,98,0,51.4,98,98,0.3,357.347674,71.7
2,2.83,99,0,5.8,99,99,0.3,334.83817,71.2
3,2.77,96,0,5.1,96,96,0.2,362.951768,75
3,2.77,89,0,49.4,89,89,0.2,2835.281237,71
3,2.9,9,0,48.6,9,9,0.3,2632.79942,70
3,3.1,94,0,47.8,93,94,0.3,2519.737387,69.9
3,2.97,81,0,47,81,81,0.4,248.4125,73
4,2.88,75,2,46.2,94,92,0.4,2338.772244,68.9
4,2.79,99,0,45.3,98,99,0.4,2238.4116,69
3,,16,1250,24.5,17,16,4.2,1347.31257,58.2
3,0.01,2,13,24,24,2,4.4,192.59733,57.9
3,10.72,,321,23.5,3,3,5.7,2246.9938,57.4
3,11.89,,1190,23,3,24,8.2,21557.6528,56.7
3,10.99,,0,22.6,39,41,7.7,21451.88617,56.2
3,9.93,,0,22.1,59,44,7.2,17136.44568,56.1
3,7.97,,78,21.7,57,43,7.3,1653.2937,55.7
3,8.34,,436,21.3,55,42,6.3,22742.38159,55.4
3,6.86,,5,2.9,54,41,5.9,15761.83913,55
3,7.28,,0,2.5,52,4,5.3,12732.2759,54.8
3,7.19,,0,2.2,5,39,4.9,185.63334,54.4
3,6.28,,38,19.8,48,38,4.4,685.34897,54.1
3,7.13,,18,19.5,46,37,3.6,3577.176197,53.8
3,6.01,,24,19.1,44,36,2.9,2711.17114,53.5
3,5.07,,1339,18.7,43,35,2.3,2283.87939,53.1
3,4.46,,0,18.3,41,34,1.9,172.68491,52.7
5,,95,198,18.6,95,95,0.4,,64.7
5,0.01,94,127,18,94,94,0.4,,64.4
6,0.01,94,45,17.5,94,94,0.5,,64
6,0.01,94,194,17,94,94,0.6,,63.6
6,0.62,96,48,16.5,96,96,0.7,582.775532,62.9
6,0.61,9,51,16,9,9,0.9,482.14994,62.1
6,0.63,92,82,15.5,92,92,1,43.7544499,61.4
6,0.49,94,0,15.1,94,94,1.1,326.825642,67
6,1.23,91,55,14.7,91,91,1.3,317.3294336,62
7,0.97,94,128,14.3,94,94,1.4,297.828588,59.7
7,1.07,96,19,13.9,96,96,1.6,276.75896,59.4
7,0.64,84,24,13.6,98,98,1.8,287.4222243,59.1
7,0.56,91,376,13.3,95,93,1.9,232.7945459,58.8
7,0.83,86,460,13.1,92,9,1.9,21.7687981,58.5
7,0.61,,204,12.8,89,86,2,215.139213,58.1
7,0.83,,789,12.6,82,81,1.9,28.1969487,45.3
0,,91,4,59.9,93,93,0.1,1774.9291,77.6
0,0.01,93,0,59.4,93,93,0.1,19941.45532,77.3
0,0.01,93,2,59,94,94,0.1,1929.7746,76.9
0,0.01,94,4,58.5,94,94,0.1,17421.8922,76.3
0,0.01,94,7,58,93,93,0.1,17454.84342,76.1
0,14.97,94,0,57.6,94,94,0.1,14638.6482,75.6
0,15.04,95,0,57.1,95,95,0.1,14726.31828,74.9
0,16.99,94,0,56.7,95,95,0.1,1894.5485,74.2
0,17.87,95,1,56.3,95,95,0.1,16586.452,73
0,16.58,95,27,55.9,95,95,0.1,12595.4165,73
0,15.52,95,2,55.5,96,96,0.1,1338.31322,72.8
0,15.07,9,0,55.2,95,94,0.1,885.465115,72.3
0,11.64,,0,54.9,95,94,0.1,7174.237415,71.9
0,11.48,,0,54.6,94,94,0.1,538.347781,71.2
0,0.01,,0,54.3,94,94,0.1,4498.95727,78
0,0.01,,9,54,93,93,0.1,47.32827,78
136,,77,17745,17.6,75,77,0.6,645.4637627,64.8
140,0.01,77,12739,17.2,75,77,0.6,571.1622759,64.2
145,1.86,72,5253,16.8,7,72,0.9,52.1535887,63.7
150,1.84,69,4347,16.4,7,69,1.2,468.567249,63.3
156,1.32,65,3255,16,7,65,1.4,354.8463544,62.6
162,1.34,62,4235,15.6,69,61,1.7,341.39992,61.8
169,1.17,56,1176,15.3,65,58,2,379.7566385,68
177,1.13,52,3511,14.9,63,54,2.4,325.3825543,59.8
186,1.06,47,1446,14.5,61,5,2.8,243.326822,58.5
196,1.22,,1451,14.2,59,46,3.3,193.794956,57.2
206,0.99,,357,13.8,56,44,3.7,161.6266248,56
217,0.86,,73,13.5,54,4,4.1,135.7623858,55
228,0.79,,228,13.2,55,37,4.4,118.8734466,54
237,0.8,,3332,12.9,55,35,4.6,111.3634356,53.2
246,0.85,,2366,12.6,55,32,4.9,12.1789279,52.5
253,0.88,,1660,12.3,55,3,5,123.876257,51.2
0,,99,0,62.7,99,99,0.1,4921.89629,69.9
0,0.01,99,0,61.9,99,99,0.1,546.3728,69.7
0,0.01,99,0,61.1,99,99,0.1,4763.68956,69.6
0,0.01,99,0,6.2,99,99,0.1,4546.73854,69.4
0,0.01,99,0,59.5,99,99,0.1,4353.121392,69.2
0,2.25,99,0,58.7,99,99,0.1,3651.966784,69.1
0,2.31,99,1,58,99,99,0.1,3369.48247,68.9
0,1.95,99,0,57.3,99,99,0.1,4177.657789,68.7
0,2.09,99,0,56.6,99,99,0.1,478.82327,68.6
0,2.06,99,136,55.9,98,98,0.1,3749.939813,68.5
0,2.02,99,0,55.1,97,96,0.1,3658.63832,68.3
0,1.63,99,37,54.2,96,95,0.1,3332.918533,68.1
0,1.76,99,305,53.2,95,94,0.1,2835.973972,68
0,1.85,99,304,52.2,94,93,0.1,2259.55796,67.9
0,1.93,98,17,51.2,92,91,0.1,238.891729,67.8
0,2.05,98,0,5.2,91,9,0.1,276.1338,67.7
0,,,2,62.1,97,97,0.1,4245.39744,81.1
0,8.8,,0,61.7,98,98,0.1,49914.61864,89
0,8.97,,2,61.4,98,98,0.1,49638.7713,87
0,9.24,,0,61,99,99,0.1,47415.55987,84
0,9.81,,27,6.6,99,99,0.1,579.72415,83
0,9.72,,5,6.2,99,99,0.1,4622.41516,79.9
0,9.96,,2,59.8,99,99,0.1,4717.15571,79.7
